model,experiment_date,dataset,seed,split,threshold,train_macro_f1,validation_macro_f1,validation_auc,test_macro_f1,test_auc,training_seconds,status,source_file
gadnr,2026-08-26,venezuela,5,0,0.0896910354495048,1.0,0.5044395668715247,0.978257473442319,0.507379628097782,0.9670571194132324,4.030989687998954,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gradate,2026-08-26,UAE,1,0,0.4552698349638154,0.4949494949494949,0.4306880539006108,0.4251271842512718,0.4331104082667374,0.44402774713827,1251.1842061900024,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,UAE,2,0,0.4527041347504149,0.5238095238095238,0.4685071825149646,0.4267676436752168,0.4604716723193733,0.4064737919533931,494.4852767179982,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,UAE,3,0,0.4957942289827842,0.4505494505494505,0.4843751591236849,0.3980999103723815,0.4888033392712709,0.4057888506982249,523.8671514200032,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,UAE,4,0,0.5944364027145258,0.375,0.482728831434228,0.4210671365266498,0.486946564585633,0.4130662279879845,493.71796959600033,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,UAE,5,0,0.5224599694292628,0.6000000000000001,0.5142193672569012,0.4548184673399261,0.5062360724927086,0.4525599605284069,490.1372351900063,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,china,1,0,0.542706796156628,0.4893617021276595,0.5381577586062888,0.675931321743092,0.5396919405559744,0.6442670896975142,1449.9329667750062,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,china,2,0,0.5054449339855092,0.7272727272727273,0.517787612529954,0.6489873838176522,0.531062850806435,0.6686273959269242,1448.8475335019975,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,china,3,0,0.449526331968632,0.55,0.4688235018130539,0.6706593188827126,0.4705489750125929,0.6827851246630727,1450.9162178870029,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,china,4,0,0.6292720773305129,0.4893617021276595,0.5221207919792465,0.6813801001932074,0.5093413432229222,0.6421666760257562,1450.792741019999,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,china,5,0,0.4867715168074348,0.4893617021276595,0.5318288669487541,0.6823004145998771,0.5350749067824987,0.6633832640760706,1450.685585307001,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,cuba,1,0,0.6409355633744617,1.0,0.5107349006979757,0.4334732400817419,0.5084019181609423,0.4936767131248077,77.86535923300107,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,cuba,2,0,0.673114502759287,1.0,0.4994626180194558,0.4746538298921852,0.5056758832202366,0.4339388163304063,77.57975540000189,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,cuba,3,0,0.6633239319229185,1.0,0.5006408179316497,0.4392960326967796,0.5029464847558657,0.4360536528736265,77.44010126600188,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,cuba,4,0,0.6790639193695533,1.0,0.4956327112492046,0.4249326157423719,0.5025052094176518,0.3912622637984004,76.74553891299729,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,cuba,5,0,0.6368267855421609,1.0,0.4946803597436663,0.4149795645127193,0.504442217930849,0.4470098451701605,77.44917769099993,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,iran,1,0,0.3150061467337359,0.6590909090909092,0.5295547213492608,0.514997576642784,0.536475942270733,0.5299617133022029,1293.895713124999,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,iran,2,0,0.3214329129668671,0.7,0.483646916773617,0.4866563591744357,0.5003388594340614,0.5029960577405832,1292.980135331003,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,iran,3,0,0.3213262397451629,0.6031746031746031,0.5002603377345538,0.5122073604266864,0.4941200221568466,0.5030262026827076,1293.2693284760026,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,iran,4,0,0.314511460434746,0.6031746031746031,0.4838994293642271,0.4697132104767982,0.4763623926303794,0.4652899777416737,1293.855910569,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,iran,5,0,0.5241367886237187,0.7204968944099379,0.4490061554070734,0.5096618923239886,0.4508391383681417,0.5079001592526711,1292.7791058020011,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,russia,1,0,0.3878080398407024,1.0,0.5877490715968534,0.59014098590141,0.5767559484196269,0.5803415133599762,66.06743506500061,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,russia,2,0,0.6475050199033169,0.3333333333333333,0.4299998967016848,0.5588107855881079,0.4566945964432284,0.5859563364930475,64.4758685880006,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,russia,3,0,0.4616150947126837,1.0,0.5853283048376192,0.5795420457954205,0.6025591473894558,0.6000594510684679,61.99520192800264,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,russia,4,0,0.172481368503897,1.0,0.5150017425466528,0.5451121554511216,0.5213150857322637,0.5868811308914357,64.85583022100036,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,russia,5,0,0.0741679382358428,1.0,0.3977528089887641,0.5621104556211046,0.3937922808071203,0.5439442481091258,63.33891726999718,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,venezuela,1,0,0.260423281417441,0.625,0.2788790077936342,0.3840952918489252,0.2680625125225405,0.3876333372406517,295.96109077899746,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,venezuela,2,0,0.128664605629705,0.4857142857142857,0.2164750196705245,0.4377431514442944,0.2089263528459226,0.4228293450776161,297.3347149420006,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,venezuela,3,0,0.3624599963545646,0.7777777777777777,0.3240367607849445,0.4027797375476224,0.3245494908229183,0.3992380729105614,295.8116069690004,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,venezuela,4,0,0.5790425131940122,1.0,0.4570857116407337,0.4330061077627044,0.4571182266009852,0.4433695597568531,296.4053851070057,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
gradate,2026-08-26,venezuela,5,0,0.694890652752781,0.4545454545454545,0.4565781287784996,0.3877085475081806,0.4676524262239201,0.3870053753537519,296.65789899199444,ok,artifacts/results/low_data_exps/gradate_refactoring_2026-08-26/results.csv
