model,experiment_date,dataset,seed,split,threshold,train_macro_f1,validation_macro_f1,validation_auc,test_macro_f1,test_auc,training_seconds,status,source_file
gadnr,2026-08-26,UAE,4,0,0.0507280081510543,1.0,0.7195663595594168,0.8377346966897348,0.7155127992573611,0.837983718758574,102.79083339800128,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,UAE,5,0,0.0831721052527427,0.8901098901098901,0.795998960316514,0.8418136071165203,0.7933532583687382,0.841098867168443,102.80201581399888,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,china,1,0,0.2836177349090576,0.4893617021276595,0.4876746045235083,0.4756591531555971,0.4944591458303254,0.5050372959718479,43.26650038600201,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,china,2,0,0.2454481720924377,0.8222222222222222,0.4722218046431452,0.5826296591357601,0.4754286847061156,0.5873535302485774,42.96136212800048,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,china,3,0,0.3065940141677856,0.8222222222222222,0.4919467504919599,0.48962560011434,0.5022126763266979,0.4950815644654088,42.41883124599917,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,china,4,0,0.2929779291152954,0.4893617021276595,0.4792470281302646,0.4652483168119463,0.4787441399225353,0.4601219723345313,42.45857446299851,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,china,5,0,0.2086499333381652,0.4893617021276595,0.4952317260211923,0.542977742495794,0.498827629460734,0.5625518259583708,42.94326581000132,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,cuba,1,0,0.2121341079473495,1.0,0.5355663708841294,0.5415238971883588,0.531952219112355,0.5601231882440818,408.39055539499896,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,cuba,2,0,0.1904681324958801,1.0,0.516031330680529,0.479466959692763,0.5219752040373917,0.4733621612728051,407.8715033629997,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,cuba,3,0,0.1174181401729583,1.0,0.4941719209109395,0.4477318370798393,0.5014617043717711,0.4443379660199634,408.77460982200137,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,cuba,4,0,0.1267224550247192,1.0,0.4737440352570775,0.3898698999365795,0.4800482574505918,0.4284675027119179,409.6232186920024,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,cuba,5,0,0.1479498594999313,1.0,0.4872397934043915,0.3628527764075823,0.482291310325648,0.3544679149146955,412.9155621099999,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,iran,1,0,0.3088606894016266,0.7222222222222222,0.5864318140685328,0.6454892878838718,0.5851285055046049,0.6347308091618955,35.64819957900181,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,iran,2,0,0.118927352130413,0.660633484162896,0.4442070489273444,0.4765691841071628,0.4435900760517707,0.4794032716961012,33.77369694300069,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,iran,3,0,0.2207154780626297,0.5982142857142857,0.6383432925427864,0.730214154599225,0.6295788833657565,0.7229303662322124,35.890282521999325,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,iran,4,0,0.2182472050189972,0.8500000000000001,0.6069018317125585,0.6304211816772265,0.5889799856314467,0.6093299382264603,33.37751591500273,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,iran,5,0,0.3705053925514221,0.7204968944099379,0.5749626397563347,0.6683468756236581,0.5645243654394527,0.6798507100138702,34.114905952999834,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,russia,1,0,0.1744951754808426,1.0,0.482345503398135,0.5989401059894011,0.4580328994599993,0.5696403210357697,1.4541291140012618,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,russia,2,0,0.0426080487668514,1.0,0.6344998288856878,0.9076425690764256,0.6079849376472164,0.8940780130131784,1.4744529929994314,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,russia,3,0,0.0225341692566871,1.0,0.3688614686380881,0.7674899176748992,0.3544467787114845,0.7968424876969317,1.449705963001179,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,russia,4,0,0.027123425155878,1.0,0.2865600294171723,0.8597473585974735,0.2872444888876877,0.8735013376490406,1.4396307620008884,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,russia,5,0,0.1103375181555748,1.0,0.7801958127190063,0.8859114088591141,0.7656170158405723,0.8701654721405687,1.4719964870018885,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,venezuela,1,0,0.0175820421427488,0.4857142857142857,0.3065135880511914,0.8029356232404068,0.313783373505145,0.8121230135472312,4.108850167998753,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,venezuela,2,0,0.0640836283564567,0.4857142857142857,0.1376759312551938,0.3211883596390439,0.1428755144032922,0.3337391362593566,7.203511387000617,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,venezuela,3,0,0.0817312374711036,1.0,0.6559675198874299,0.9715391024478086,0.6499650365104964,0.9825367985665724,4.019563147998269,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
gadnr,2026-08-26,venezuela,4,0,0.0811736360192298,1.0,0.6995333819759431,0.826713230798175,0.6770765023193969,0.8206498986888155,3.7596030739987327,ok,artifacts/results/low_data_exps/gadnr_refactoring_2026-08-26/results.csv
